reviewerID,asin,overall,reviewTime,unixReviewTime,timestamp,reviewText,summary,verified
A000691L,B0001139,4.0,"01 08, 2024",1704686400,2024-01-08,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001954H,B0001059,4.0,"01 08, 2024",1704686400,2024-01-08,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001267L,B0001111,2.0,"01 08, 2024",1704686400,2024-01-08,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001889R,B0001076,1.0,"01 08, 2024",1704686400,2024-01-08,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001909D,B0001032,4.0,"01 08, 2024",1704686400,2024-01-08,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001106U,B0001013,5.0,"01 08, 2024",1704686400,2024-01-08,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A000560Q,B0001022,4.0,"01 08, 2024",1704686400,2024-01-08,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001539W,B0001011,5.0,"01 08, 2024",1704686400,2024-01-08,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000016H,B0001061,5.0,"01 08, 2024",1704686400,2024-01-08,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002161W,B0001025,1.0,"01 08, 2024",1704686400,2024-01-08,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001725M,B0001023,4.0,"01 09, 2024",1704772800,2024-01-09,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002726B,B0001169,5.0,"01 09, 2024",1704772800,2024-01-09,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001240D,B0001002,5.0,"01 09, 2024",1704772800,2024-01-09,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002788R,B0001080,3.0,"01 09, 2024",1704772800,2024-01-09,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002480C,B0001138,5.0,"01 09, 2024",1704772800,2024-01-09,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002391K,B0001013,4.0,"01 09, 2024",1704772800,2024-01-09,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001531F,B0001172,2.0,"01 09, 2024",1704772800,2024-01-09,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,False
A000481P,B0001149,3.0,"01 09, 2024",1704772800,2024-01-09,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A002151Y,B0001001,5.0,"01 09, 2024",1704772800,2024-01-09,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001840R,B0001098,5.0,"01 09, 2024",1704772800,2024-01-09,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001400G,B0001020,5.0,"01 09, 2024",1704772800,2024-01-09,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002641S,B0001248,3.0,"01 09, 2024",1704772800,2024-01-09,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A000661Y,B0001108,4.0,"01 09, 2024",1704772800,2024-01-09,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A000330C,B0001078,5.0,"01 09, 2024",1704772800,2024-01-09,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000279Q,B0001004,4.0,"01 09, 2024",1704772800,2024-01-09,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002261F,B0001001,4.0,"01 09, 2024",1704772800,2024-01-09,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002304D,B0001030,3.0,"01 09, 2024",1704772800,2024-01-09,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001944F,B0001019,1.0,"01 09, 2024",1704772800,2024-01-09,Customer support was slow and the product felt flimsy.,Could be better,True
A000159R,B0001105,4.0,"01 09, 2024",1704772800,2024-01-09,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002400U,B0001071,4.0,"01 09, 2024",1704772800,2024-01-09,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002323Y,B0001007,2.0,"01 09, 2024",1704772800,2024-01-09,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A002448Y,B0001062,5.0,"01 09, 2024",1704772800,2024-01-09,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001297J,B0001200,5.0,"01 09, 2024",1704772800,2024-01-09,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000894M,B0001085,4.0,"01 09, 2024",1704772800,2024-01-09,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000930Q,B0001091,3.0,"01 09, 2024",1704772800,2024-01-09,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002930Y,B0001027,5.0,"01 09, 2024",1704772800,2024-01-09,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000015E,B0001002,2.0,"01 09, 2024",1704772800,2024-01-09,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001691T,B0001004,4.0,"01 09, 2024",1704772800,2024-01-09,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002787B,B0001016,5.0,"01 10, 2024",1704859200,2024-01-10,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,False
A000023A,B0001075,4.0,"01 10, 2024",1704859200,2024-01-10,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001429T,B0001120,5.0,"01 10, 2024",1704859200,2024-01-10,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001538D,B0001189,4.0,"01 10, 2024",1704859200,2024-01-10,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001914V,B0001010,5.0,"01 10, 2024",1704859200,2024-01-10,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A001509A,B0001004,4.0,"01 10, 2024",1704859200,2024-01-10,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001921M,B0001075,3.0,"01 10, 2024",1704859200,2024-01-10,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A001365H,B0001035,5.0,"01 10, 2024",1704859200,2024-01-10,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002241S,B0001003,5.0,"01 10, 2024",1704859200,2024-01-10,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000050Y,B0001097,5.0,"01 10, 2024",1704859200,2024-01-10,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000976M,B0001241,4.0,"01 10, 2024",1704859200,2024-01-10,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002823C,B0001052,4.0,"01 10, 2024",1704859200,2024-01-10,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001354X,B0001237,1.0,"01 10, 2024",1704859200,2024-01-10,Customer support was slow and the product felt flimsy.,Could be better,True
A001382X,B0001017,4.0,"01 10, 2024",1704859200,2024-01-10,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000670M,B0001039,3.0,"01 10, 2024",1704859200,2024-01-10,"Decent product for the cost, but has a few minor design quirks.",Average experience,False
A001015X,B0001129,3.0,"01 10, 2024",1704859200,2024-01-10,"Decent product for the cost, but has a few minor design quirks.",Average experience,False
A001675G,B0001001,3.0,"01 10, 2024",1704859200,2024-01-10,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A000174Z,B0001109,4.0,"01 10, 2024",1704859200,2024-01-10,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002029E,B0001003,5.0,"01 10, 2024",1704859200,2024-01-10,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000880B,B0001011,5.0,"01 10, 2024",1704859200,2024-01-10,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000026X,B0001036,1.0,"01 10, 2024",1704859200,2024-01-10,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001925H,B0001111,4.0,"01 10, 2024",1704859200,2024-01-10,Works straight out of the box. Highly recommended for daily use!,Great quality product,False
A001618B,B0001197,5.0,"01 10, 2024",1704859200,2024-01-10,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002008J,B0001055,3.0,"01 10, 2024",1704859200,2024-01-10,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002115W,B0001222,1.0,"01 10, 2024",1704859200,2024-01-10,Customer support was slow and the product felt flimsy.,Could be better,True
A000801B,B0001003,3.0,"01 10, 2024",1704859200,2024-01-10,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A000282L,B0001007,3.0,"01 10, 2024",1704859200,2024-01-10,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A001990Z,B0001027,3.0,"01 10, 2024",1704859200,2024-01-10,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002554H,B0001047,5.0,"01 10, 2024",1704859200,2024-01-10,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000750S,B0001009,2.0,"01 10, 2024",1704859200,2024-01-10,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001945C,B0001091,4.0,"01 10, 2024",1704859200,2024-01-10,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000669S,B0001001,2.0,"01 10, 2024",1704859200,2024-01-10,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A002191X,B0001003,3.0,"01 11, 2024",1704945600,2024-01-11,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001806K,B0001068,1.0,"01 11, 2024",1704945600,2024-01-11,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A000239H,B0001003,3.0,"01 11, 2024",1704945600,2024-01-11,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002029E,B0001028,4.0,"01 11, 2024",1704945600,2024-01-11,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001653Q,B0001117,3.0,"01 11, 2024",1704945600,2024-01-11,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A002214Y,B0001039,3.0,"01 11, 2024",1704945600,2024-01-11,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A000225V,B0001189,4.0,"01 11, 2024",1704945600,2024-01-11,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002719H,B0001013,2.0,"01 11, 2024",1704945600,2024-01-11,Not satisfied with the durability. Stopped functioning as expected.,Could be better,False
A002663E,B0001031,4.0,"01 11, 2024",1704945600,2024-01-11,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001081K,B0001001,1.0,"01 11, 2024",1704945600,2024-01-11,Customer support was slow and the product felt flimsy.,Could be better,False
A001934C,B0001001,3.0,"01 11, 2024",1704945600,2024-01-11,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002291G,B0001007,4.0,"01 11, 2024",1704945600,2024-01-11,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000021J,B0001004,2.0,"01 11, 2024",1704945600,2024-01-11,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A000992R,B0001004,1.0,"01 11, 2024",1704945600,2024-01-11,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A002382C,B0001118,4.0,"01 11, 2024",1704945600,2024-01-11,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,False
A001142Y,B0001008,3.0,"01 11, 2024",1704945600,2024-01-11,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002635K,B0001128,3.0,"01 11, 2024",1704945600,2024-01-11,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A000708Z,B0001243,4.0,"01 11, 2024",1704945600,2024-01-11,Fantastic performance and great design. Would definitely purchase again.,Great quality product,False
A001510J,B0001039,4.0,"01 11, 2024",1704945600,2024-01-11,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000694V,B0001035,5.0,"01 11, 2024",1704945600,2024-01-11,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000436S,B0001005,4.0,"01 11, 2024",1704945600,2024-01-11,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002056A,B0001238,5.0,"01 11, 2024",1704945600,2024-01-11,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002001V,B0001175,5.0,"01 11, 2024",1704945600,2024-01-11,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001296R,B0001062,5.0,"01 11, 2024",1704945600,2024-01-11,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002377P,B0001052,5.0,"01 11, 2024",1704945600,2024-01-11,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002893H,B0001008,2.0,"01 11, 2024",1704945600,2024-01-11,Customer support was slow and the product felt flimsy.,Could be better,False
A001399G,B0001017,4.0,"01 11, 2024",1704945600,2024-01-11,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001982N,B0001065,3.0,"01 12, 2024",1705032000,2024-01-12,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001111Z,B0001004,4.0,"01 12, 2024",1705032000,2024-01-12,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002824T,B0001199,4.0,"01 12, 2024",1705032000,2024-01-12,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,False
A001090C,B0001231,5.0,"01 12, 2024",1705032000,2024-01-12,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002860D,B0001007,5.0,"01 12, 2024",1705032000,2024-01-12,Fantastic performance and great design. Would definitely purchase again.,Great quality product,False
A000973X,B0001107,3.0,"01 12, 2024",1705032000,2024-01-12,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A000721M,B0001191,1.0,"01 12, 2024",1705032000,2024-01-12,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A002567S,B0001047,1.0,"01 12, 2024",1705032000,2024-01-12,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A002726B,B0001072,5.0,"01 12, 2024",1705032000,2024-01-12,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002823C,B0001004,4.0,"01 12, 2024",1705032000,2024-01-12,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A000780E,B0001009,3.0,"01 12, 2024",1705032000,2024-01-12,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002558Y,B0001024,4.0,"01 12, 2024",1705032000,2024-01-12,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001713J,B0001111,3.0,"01 12, 2024",1705032000,2024-01-12,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A000737W,B0001040,5.0,"01 12, 2024",1705032000,2024-01-12,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001883V,B0001191,2.0,"01 12, 2024",1705032000,2024-01-12,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A002643S,B0001137,2.0,"01 12, 2024",1705032000,2024-01-12,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A000484C,B0001112,5.0,"01 12, 2024",1705032000,2024-01-12,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001457Z,B0001189,5.0,"01 12, 2024",1705032000,2024-01-12,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000552V,B0001246,4.0,"01 12, 2024",1705032000,2024-01-12,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001765G,B0001041,3.0,"01 12, 2024",1705032000,2024-01-12,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002103D,B0001112,3.0,"01 12, 2024",1705032000,2024-01-12,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A000399E,B0001062,4.0,"01 12, 2024",1705032000,2024-01-12,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002820K,B0001052,4.0,"01 12, 2024",1705032000,2024-01-12,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002473U,B0001001,1.0,"01 13, 2024",1705118400,2024-01-13,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A000800D,B0001135,5.0,"01 13, 2024",1705118400,2024-01-13,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,False
A001443W,B0001193,5.0,"01 13, 2024",1705118400,2024-01-13,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000420E,B0001034,5.0,"01 13, 2024",1705118400,2024-01-13,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002930Y,B0001019,4.0,"01 13, 2024",1705118400,2024-01-13,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001725M,B0001129,5.0,"01 13, 2024",1705118400,2024-01-13,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001936N,B0001167,3.0,"01 13, 2024",1705118400,2024-01-13,Works as advertised. Average battery life and fair ergonomics.,Average experience,False
A001921M,B0001218,3.0,"01 13, 2024",1705118400,2024-01-13,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A001398R,B0001086,2.0,"01 13, 2024",1705118400,2024-01-13,Customer support was slow and the product felt flimsy.,Could be better,False
A002763C,B0001066,3.0,"01 13, 2024",1705118400,2024-01-13,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A001087M,B0001054,3.0,"01 13, 2024",1705118400,2024-01-13,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A000565B,B0001235,3.0,"01 13, 2024",1705118400,2024-01-13,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002562R,B0001229,4.0,"01 13, 2024",1705118400,2024-01-13,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000121N,B0001006,3.0,"01 13, 2024",1705118400,2024-01-13,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A000592L,B0001024,4.0,"01 13, 2024",1705118400,2024-01-13,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001227T,B0001004,5.0,"01 13, 2024",1705118400,2024-01-13,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A000565B,B0001057,5.0,"01 13, 2024",1705118400,2024-01-13,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A000877B,B0001024,2.0,"01 13, 2024",1705118400,2024-01-13,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A002910E,B0001101,4.0,"01 13, 2024",1705118400,2024-01-13,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A001278R,B0001026,4.0,"01 14, 2024",1705204800,2024-01-14,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000318Z,B0001087,4.0,"01 14, 2024",1705204800,2024-01-14,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002635K,B0001177,2.0,"01 14, 2024",1705204800,2024-01-14,Not satisfied with the durability. Stopped functioning as expected.,Could be better,False
A002380R,B0001073,2.0,"01 14, 2024",1705204800,2024-01-14,Customer support was slow and the product felt flimsy.,Could be better,False
A000407N,B0001082,5.0,"01 14, 2024",1705204800,2024-01-14,Fantastic performance and great design. Would definitely purchase again.,Great quality product,True
A002423D,B0001040,1.0,"01 14, 2024",1705204800,2024-01-14,Customer support was slow and the product felt flimsy.,Could be better,True
A001718F,B0001124,2.0,"01 14, 2024",1705204800,2024-01-14,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A000203Q,B0001052,3.0,"01 14, 2024",1705204800,2024-01-14,"Decent product for the cost, but has a few minor design quirks.",Average experience,False
A000297K,B0001001,4.0,"01 14, 2024",1705204800,2024-01-14,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000823M,B0001046,5.0,"01 14, 2024",1705204800,2024-01-14,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A002756J,B0001046,5.0,"01 14, 2024",1705204800,2024-01-14,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000356M,B0001033,3.0,"01 14, 2024",1705204800,2024-01-14,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A001856E,B0001008,4.0,"01 14, 2024",1705204800,2024-01-14,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001618B,B0001227,3.0,"01 14, 2024",1705204800,2024-01-14,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002286U,B0001111,4.0,"01 14, 2024",1705204800,2024-01-14,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001564Q,B0001051,5.0,"01 14, 2024",1705204800,2024-01-14,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002341P,B0001035,2.0,"01 14, 2024",1705204800,2024-01-14,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001590Q,B0001064,5.0,"01 14, 2024",1705204800,2024-01-14,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001690H,B0001138,4.0,"01 14, 2024",1705204800,2024-01-14,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001044Q,B0001054,4.0,"01 14, 2024",1705204800,2024-01-14,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000356M,B0001052,4.0,"01 14, 2024",1705204800,2024-01-14,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000279Q,B0001085,2.0,"01 15, 2024",1705291200,2024-01-15,Customer support was slow and the product felt flimsy.,Could be better,True
A001372R,B0001031,4.0,"01 15, 2024",1705291200,2024-01-15,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A000212L,B0001058,2.0,"01 15, 2024",1705291200,2024-01-15,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001263S,B0001197,5.0,"01 15, 2024",1705291200,2024-01-15,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002241S,B0001020,4.0,"01 15, 2024",1705291200,2024-01-15,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000613V,B0001001,5.0,"01 15, 2024",1705291200,2024-01-15,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001028Y,B0001007,4.0,"01 15, 2024",1705291200,2024-01-15,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A000599D,B0001001,4.0,"01 15, 2024",1705291200,2024-01-15,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A001527X,B0001093,1.0,"01 15, 2024",1705291200,2024-01-15,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001047V,B0001014,4.0,"01 15, 2024",1705291200,2024-01-15,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002634V,B0001242,4.0,"01 15, 2024",1705291200,2024-01-15,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000769L,B0001001,5.0,"01 15, 2024",1705291200,2024-01-15,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002465E,B0001014,5.0,"01 15, 2024",1705291200,2024-01-15,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001177P,B0001214,4.0,"01 15, 2024",1705291200,2024-01-15,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001327G,B0001010,1.0,"01 15, 2024",1705291200,2024-01-15,Customer support was slow and the product felt flimsy.,Could be better,False
A001811Q,B0001167,4.0,"01 15, 2024",1705291200,2024-01-15,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001309Z,B0001055,5.0,"01 15, 2024",1705291200,2024-01-15,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A001322L,B0001150,4.0,"01 15, 2024",1705291200,2024-01-15,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001897S,B0001036,1.0,"01 15, 2024",1705291200,2024-01-15,Customer support was slow and the product felt flimsy.,Could be better,True
A000608Y,B0001141,4.0,"01 15, 2024",1705291200,2024-01-15,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001739R,B0001019,4.0,"01 15, 2024",1705291200,2024-01-15,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001438L,B0001003,5.0,"01 15, 2024",1705291200,2024-01-15,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000405S,B0001244,4.0,"01 15, 2024",1705291200,2024-01-15,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001491X,B0001001,2.0,"01 15, 2024",1705291200,2024-01-15,Customer support was slow and the product felt flimsy.,Could be better,True
A002898Y,B0001107,3.0,"01 16, 2024",1705377600,2024-01-16,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A001437K,B0001023,4.0,"01 16, 2024",1705377600,2024-01-16,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001769X,B0001001,4.0,"01 16, 2024",1705377600,2024-01-16,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A001567M,B0001065,2.0,"01 16, 2024",1705377600,2024-01-16,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A000061V,B0001022,2.0,"01 16, 2024",1705377600,2024-01-16,Customer support was slow and the product felt flimsy.,Could be better,True
A000267K,B0001163,3.0,"01 16, 2024",1705377600,2024-01-16,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002756J,B0001171,4.0,"01 16, 2024",1705377600,2024-01-16,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,False
A002935L,B0001006,2.0,"01 16, 2024",1705377600,2024-01-16,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001269N,B0001137,3.0,"01 16, 2024",1705377600,2024-01-16,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A002171Q,B0001188,4.0,"01 16, 2024",1705377600,2024-01-16,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A002240G,B0001007,2.0,"01 16, 2024",1705377600,2024-01-16,Customer support was slow and the product felt flimsy.,Could be better,True
A001824E,B0001092,5.0,"01 16, 2024",1705377600,2024-01-16,Works straight out of the box. Highly recommended for daily use!,Great quality product,True
A002098R,B0001033,2.0,"01 16, 2024",1705377600,2024-01-16,Customer support was slow and the product felt flimsy.,Could be better,True
A001652K,B0001177,5.0,"01 16, 2024",1705377600,2024-01-16,Very pleased with this purchase. Super fast delivery and great packaging.,Great quality product,True
A001154Y,B0001041,2.0,"01 16, 2024",1705377600,2024-01-16,Not satisfied with the durability. Stopped functioning as expected.,Could be better,True
A001545E,B0001068,2.0,"01 16, 2024",1705377600,2024-01-16,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001578F,B0001029,5.0,"01 16, 2024",1705377600,2024-01-16,"Five stars! Reliable, solid construction and crisp performance.",Great quality product,True
A000575K,B0001034,1.0,"01 16, 2024",1705377600,2024-01-16,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001952S,B0001030,4.0,"01 16, 2024",1705377600,2024-01-16,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A002628C,B0001008,3.0,"01 16, 2024",1705377600,2024-01-16,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A001156Z,B0001002,2.0,"01 16, 2024",1705377600,2024-01-16,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001093W,B0001001,2.0,"01 16, 2024",1705377600,2024-01-16,Customer support was slow and the product felt flimsy.,Could be better,True
A002936E,B0001003,1.0,"01 16, 2024",1705377600,2024-01-16,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A002389H,B0001005,3.0,"01 17, 2024",1705464000,2024-01-17,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
A002673A,B0001166,5.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A001573S,B0001008,3.0,"01 17, 2024",1705464000,2024-01-17,"Decent product for the cost, but has a few minor design quirks.",Average experience,True
A001914V,B0001049,4.0,"01 17, 2024",1705464000,2024-01-17,"Exceptional build quality, exceeds expectations for the price point.",Great quality product,True
A000108L,B0001019,1.0,"01 17, 2024",1705464000,2024-01-17,Doesn't live up to the marketing claims. Disappointed with the quality.,Could be better,True
A001307S,B0001008,3.0,"01 17, 2024",1705464000,2024-01-17,Works as advertised. Average battery life and fair ergonomics.,Average experience,True
A000451N,B0001114,3.0,"01 17, 2024",1705464000,2024-01-17,"Met my basic expectations. Not premium, but good value overall.",Average experience,True
